StockCode,Description,TotalRevenue,UnitsSold,FirstSale,LastSale,DaysWithSales,TotalOrders,AvgPrice,Recency,SalesFreq,Segment
22064,PINK DOUGHNUT TRINKET POT ,2546.2999999999997,1728,2010-12-01 10:52:00,2011-12-09 10:03:00,163,241,1.4735532407407406,1,163,0
22065,CHRISTMAS PUDDING TRINKET POT ,3462.25,6729,2010-12-01 14:32:00,2011-12-09 10:03:00,100,241,0.5145266755832962,1,100,0
22066,LOVE HEART TRINKET POT,1044.81,2239,2010-12-20 14:59:00,2011-12-06 16:21:00,106,135,0.46664135774899507,3,106,0
22067,CHOC TRUFFLE GOLD TRINKET POT ,638.6199999999999,408,2010-12-01 14:32:00,2011-12-08 19:24:00,63,70,1.5652450980392154,1,63,0
22068,BLACK PIRATE TREASURE CHEST,856.39,526,2010-12-01 11:21:00,2011-12-09 11:34:00,104,143,1.6281178707224335,1,104,0
22069,BROWN  PIRATE TREASURE CHEST ,993.5,414,2010-12-01 14:32:00,2011-12-09 11:20:00,99,146,2.3997584541062804,1,99,0
22070,SMALL RED RETROSPOT MUG IN BOX ,2354.4,948,2010-12-02 11:41:00,2011-12-09 10:03:00,82,116,2.4835443037974683,1,82,0
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1384.3,729,2010-12-01 14:32:00,2011-12-09 10:03:00,70,86,1.8989026063100136,1,70,0
22072,RED RETROSPOT TEA CUP AND SAUCER ,2811.17,848,2010-12-03 12:29:00,2011-12-09 09:07:00,108,162,3.315058962264151,1,108,0
22073,RED RETROSPOT STORAGE JAR,1336.14,334,2010-12-06 09:52:00,2011-05-04 13:17:00,52,69,4.000419161676647,219,52,1
22074,6 RIBBONS SHIMMERING PINKS ,1239.6699999999998,1402,2010-12-01 11:45:00,2011-12-09 12:09:00,122,199,0.8842154065620541,1,122,0
22075,6 RIBBONS ELEGANT CHRISTMAS ,2489.0299999999997,1773,2010-12-01 11:45:00,2011-12-09 12:20:00,98,200,1.40385222786238,1,98,0
22076,6 RIBBONS EMPIRE  ,1667.8799999999999,1259,2010-12-01 14:32:00,2011-12-09 10:20:00,140,225,1.3247656870532167,1,140,0
22077,6 RIBBONS RUSTIC CHARM,17186.62,9172,2010-12-01 11:49:00,2011-12-09 12:09:00,288,955,1.8738137810728301,1,288,2
22078,RIBBON REEL LACE DESIGN ,2923.21,1369,2010-12-01 17:06:00,2011-12-09 08:59:00,131,192,2.1352885317750183,1,131,0
22079,RIBBON REEL HEARTS DESIGN ,3325.29,1897,2010-12-05 11:02:00,2011-12-07 14:12:00,185,323,1.7529204006325778,2,185,0
22080,RIBBON REEL POLKADOTS ,2003.48,1206,2010-12-01 14:32:00,2011-12-09 12:16:00,90,155,1.6612603648424544,1,90,0
22081,RIBBON REEL FLORA + FAUNA ,1176.5,644,2010-12-01 14:32:00,2011-12-09 12:16:00,98,138,1.8268633540372672,1,98,0
22082,RIBBON REEL STRIPES DESIGN ,4661.88,2680,2010-12-01 12:23:00,2011-12-07 14:12:00,203,409,1.7395074626865672,2,203,2
22083,PAPER CHAIN KIT RETROSPOT,14051.640000000001,4616,2010-12-01 09:41:00,2011-12-09 12:19:00,255,610,3.0441161178509533,1,255,2
22084,PAPER CHAIN KIT EMPIRE,15099.37,5181,2010-12-01 17:06:00,2011-12-08 15:01:00,135,436,2.9143736730360934,1,135,2
22085,PAPER CHAIN KIT SKULLS ,1566.99,548,2010-12-06 14:05:00,2011-12-09 10:03:00,85,97,2.859470802919708,1,85,0
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,64875.590000000004,19329,2010-12-01 09:00:00,2011-12-09 12:19:00,161,1160,3.356386258989084,1,161,2
22087,PAPER BUNTING WHITE LACE,11872.58,4082,2010-12-01 12:31:00,2011-12-09 10:51:00,115,326,2.9085203331700145,1,115,2
22088,PAPER BUNTING COLOURED LACE,5661.05,1893,2010-12-01 13:54:00,2011-07-06 10:41:00,121,238,2.990517696777602,157,121,0
22089,PAPER BUNTING VINTAGE PAISLEY,4457.43,1423,2010-12-02 16:59:00,2011-12-05 09:03:00,161,272,3.1324174279690795,5,161,0
22090,PAPER BUNTING RETROSPOT,22785.06,7562,2010-12-01 14:32:00,2011-12-08 10:24:00,261,798,3.0130997090716742,2,261,2
22091,EMPIRE TISSUE BOX,1030.1000000000001,1983,2010-12-01 17:06:00,2011-12-09 10:03:00,120,167,0.5194654563792235,1,120,0
22092,BLUE PAISLEY TISSUE BOX,321.40000000000003,670,2010-12-01 12:43:00,2011-12-08 12:07:00,67,91,0.4797014925373135,2,67,0
22093,MOTORING TISSUE BOX,822.13,1830,2010-12-05 13:42:00,2011-12-06 16:21:00,98,160,0.4492513661202186,3,98,0
22094,RED RETROSPOT TISSUE BOX,1135.0,2166,2010-12-01 13:24:00,2011-12-08 14:39:00,131,200,0.5240073868882733,1,131,0
22095,LADS ONLY TISSUE BOX,1605.96,1643,2010-12-01 13:24:00,2011-12-09 11:34:00,92,143,0.9774558734023129,1,92,0
22096,PINK PAISLEY SQUARE TISSUE BOX ,584.09,1366,2010-12-01 12:43:00,2011-12-08 14:39:00,80,117,0.4275915080527087,1,80,0
22097,SWALLOW SQUARE TISSUE BOX,732.39,1596,2010-12-01 13:21:00,2011-12-08 13:50:00,108,145,0.458890977443609,1,108,0
22098,BOUDOIR SQUARE TISSUE BOX,1001.5500000000001,1992,2010-12-01 11:21:00,2011-12-08 14:39:00,121,172,0.5027861445783133,1,121,0
22099,CARAVAN SQUARE TISSUE BOX,800.59,1440,2010-12-01 12:43:00,2011-12-09 10:26:00,113,153,0.5559652777777778,1,113,0
22100,SKULLS SQUARE TISSUE BOX,354.82,755,2010-12-01 11:21:00,2011-12-06 09:31:00,51,59,0.46996026490066223,4,51,0
22101,MIRROR MOSAIC VOTIVE HOLDER,2053.17,1438,2010-12-06 16:57:00,2011-12-08 16:30:00,55,69,1.4277955493741308,1,55,0
22102,MIRROR MOSAIC T-LIGHT HOLDER ,831.84,1622,2010-12-10 15:56:00,2011-11-28 14:44:00,28,31,0.5128483353884093,11,28,0
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,908.24,1248,2011-01-12 13:30:00,2011-10-24 17:03:00,23,26,0.7277564102564102,46,23,0
22104,MIRROR MOSAIC CANDLE PLATE,343.71,288,2010-12-06 10:08:00,2011-12-09 10:03:00,54,59,1.1934375,1,54,0
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,847.82,574,2010-12-03 11:36:00,2011-12-08 09:20:00,30,33,1.4770383275261325,2,30,0
22106,MIRROR MOSAIC HURRICANE LAMP ,898.38,349,2010-12-06 09:58:00,2011-12-09 10:03:00,41,47,2.5741547277936965,1,41,0
22107,PIZZA PLATE IN BOX,2153.06,592,2010-12-01 12:43:00,2011-12-09 10:03:00,109,179,3.6369256756756756,1,109,0
22108,PING! MICROWAVE PLATE,415.09000000000003,152,2010-12-06 09:58:00,2011-12-09 10:03:00,51,63,2.730855263157895,1,51,0
22109,FULL ENGLISH BREAKFAST PLATE,6921.15,1640,2010-12-01 11:45:00,2011-12-09 10:03:00,157,296,4.220213414634146,1,157,0
22110,BIRD HOUSE HOT WATER BOTTLE,4912.14,1172,2010-12-01 11:21:00,2011-12-09 10:23:00,140,279,4.191245733788397,1,140,0
22111,SCOTTIE DOG HOT WATER BOTTLE,24455.39,4655,2010-12-01 10:52:00,2011-12-09 11:26:00,190,771,5.253574650912997,1,190,2
22112,CHOCOLATE HOT WATER BOTTLE,32826.58,6017,2010-12-01 10:52:00,2011-12-09 11:26:00,222,858,5.455639022768822,1,222,2
22113,GREY HEART HOT WATER BOTTLE,12763.08,3220,2010-12-01 12:03:00,2011-12-09 12:31:00,184,561,3.9636894409937886,1,184,2
22114,HOT WATER BOTTLE TEA AND SYMPATHY,32973.44,5740,2010-12-01 09:32:00,2011-12-09 10:26:00,117,643,5.7445017421602795,1,117,2
22115,METAL SIGN EMPIRE TEA,2020.91,1549,2010-12-01 12:03:00,2011-12-08 15:31:00,156,228,1.3046546158812138,1,156,0
22116,METAL SIGN HIS DINNER IS SERVED,620.42,575,2010-12-03 13:43:00,2011-12-09 10:03:00,116,148,1.078991304347826,1,116,0
22117,METAL SIGN HER DINNER IS SERVED ,3896.4500000000003,1320,2010-12-01 11:21:00,2011-12-06 17:23:00,79,95,2.951856060606061,3,79,0
22118,JOY WOODEN BLOCK LETTERS,895.26,230,2010-12-01 13:38:00,2011-12-09 08:39:00,63,89,3.892434782608696,1,63,0
22119,PEACE WOODEN BLOCK LETTERS,1734.8700000000001,345,2010-12-01 13:38:00,2011-12-09 08:39:00,71,106,5.028608695652174,1,71,0
22120,WELCOME  WOODEN BLOCK LETTERS,5247.09,523,2010-12-01 13:21:00,2011-12-05 17:28:00,144,188,10.032676864244742,4,144,0
22121,NOEL WOODEN BLOCK LETTERS ,2159.7000000000003,352,2010-12-01 13:38:00,2011-12-09 10:03:00,83,133,6.135511363636365,1,83,0
22123,PING MICROWAVE APRON,1068.3799999999999,508,2010-12-05 12:29:00,2011-12-09 10:03:00,93,122,2.103110236220472,1,93,0
22124,SET OF 2 TEA TOWELS PING MICROWAVE,306.16,149,2010-12-01 17:06:00,2011-12-09 10:03:00,63,76,2.054765100671141,1,63,0
22125,UNION JACK HOT WATER BOTTLE ,139.86,13,2011-01-21 15:01:00,2011-11-23 13:53:00,3,3,10.758461538461539,16,3,0
22127,PARTY CONES CARNIVAL ASSORTED,504.88,404,2010-12-01 10:29:00,2011-03-23 12:24:00,17,22,1.2497029702970297,262,17,1
22128,PARTY CONES CANDY ASSORTED,2127.53,1762,2010-12-01 10:29:00,2011-11-18 12:07:00,67,76,1.2074517593643588,22,67,0
22129,PARTY CONES CANDY DECORATION,1226.4199999999998,1188,2010-12-05 13:42:00,2011-12-09 10:03:00,72,100,1.0323400673400671,1,72,0
22130,PARTY CONE CHRISTMAS DECORATION ,2664.6299999999997,2277,2010-12-01 11:57:00,2011-12-08 19:57:00,70,110,1.1702371541501975,1,70,0
22131,FOOD CONTAINER SET 3 LOVE HEART ,3936.5899999999997,2031,2010-12-02 11:41:00,2011-12-08 10:53:00,175,291,1.9382520925652387,2,175,0
22132,RED LOVE HEART SHAPE CUP,939.03,1038,2010-12-03 11:28:00,2011-12-08 13:50:00,117,154,0.9046531791907514,1,117,0
22133,PINK LOVE HEART SHAPE CUP,770.73,816,2010-12-03 11:27:00,2011-12-08 09:28:00,98,133,0.9445220588235295,2,98,0
22134,MINI LADLE LOVE HEART RED ,419.0,889,2010-12-01 14:32:00,2011-12-09 10:03:00,114,162,0.47131608548931386,1,114,0
22135,MINI LADLE LOVE HEART PINK,322.38,567,2010-12-01 14:32:00,2011-12-09 10:03:00,120,179,0.5685714285714286,1,120,0
22136,LOVE HEART SOCK HANGER,679.28,378,2010-12-01 16:57:00,2011-12-08 10:53:00,69,84,1.797037037037037,2,69,0
22137,BATHROOM SET LOVE HEART DESIGN,237.98000000000002,82,2010-12-03 14:18:00,2011-08-11 11:45:00,13,14,2.9021951219512196,121,13,1
22138,BAKING SET 9 PIECE RETROSPOT ,24185.27,4937,2010-12-21 14:26:00,2011-12-09 12:50:00,256,934,4.898778610492202,1,256,2
22139,RETROSPOT TEA SET CERAMIC 11 PC ,22868.260000000002,4518,2010-12-01 09:41:00,2011-12-09 11:59:00,269,962,5.061589198760514,1,269,2
22141,CHRISTMAS CRAFT TREE TOP ANGEL,6463.790000000001,2791,2010-12-01 11:49:00,2011-12-09 11:59:00,122,457,2.3159405231099965,1,122,0
22142,CHRISTMAS CRAFT WHITE FAIRY ,4946.19,3247,2010-12-01 12:15:00,2011-12-09 10:26:00,117,377,1.5233107483831227,1,117,0
22144,CHRISTMAS CRAFT LITTLE FRIENDS,9662.28,4073,2010-12-01 11:49:00,2011-12-09 12:20:00,138,544,2.3722759636631476,1,138,2
22145,CHRISTMAS CRAFT HEART STOCKING ,63.0,30,2010-12-08 14:43:00,2010-12-08 14:43:00,1,1,2.1,366,1,1
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.95,1,2011-01-25 13:15:00,2011-01-25 13:15:00,1,1,1.95,318,1,1
22147,FELTCRAFT BUTTERFLY HEARTS,8621.14,6226,2010-12-01 11:57:00,2011-12-01 11:18:00,215,481,1.3846996466431094,9,215,2
22148,EASTER CRAFT 4 CHICKS ,3917.45,1933,2010-12-20 10:14:00,2011-12-04 11:50:00,87,186,2.02661665804449,6,87,0
22149,FELTCRAFT 6 FLOWER FRIENDS,12357.08,6070,2010-12-01 11:57:00,2011-11-10 18:46:00,221,547,2.0357627677100494,29,221,2
22150,3 STRIPEY MICE FELTCRAFT,5907.84,3021,2010-12-01 10:29:00,2011-12-09 10:03:00,220,468,1.9555908639523336,1,220,2
22151,PLACE SETTING WHITE HEART,6322.21,15126,2010-12-01 12:43:00,2011-12-09 10:10:00,199,332,0.41796972101018115,1,199,2
22152,PLACE SETTING WHITE STAR,1053.08,2407,2010-12-01 12:15:00,2011-12-05 12:16:00,79,105,0.43750727046115495,5,79,0
22153,ANGEL DECORATION STARS ON DRESS,1109.05,2593,2010-12-01 11:45:00,2011-12-09 10:51:00,78,131,0.4277092171230235,1,78,0
22154,ANGEL DECORATION 3 BUTTONS ,1636.67,3745,2010-12-01 14:32:00,2011-12-09 10:03:00,80,162,0.4370280373831776,1,80,0
22155,STAR DECORATION RUSTIC,1133.61,2452,2010-12-01 14:32:00,2011-12-09 10:51:00,79,142,0.46232055464926586,1,79,0
22156,HEART DECORATION WITH PEARLS ,2113.1299999999997,2196,2010-12-01 14:32:00,2011-12-09 10:03:00,166,256,0.9622632058287794,1,166,0
22157,ANGEL DECORATION WITH LACE PADDED,180.2,212,2010-12-05 16:24:00,2011-08-31 14:28:00,9,11,0.85,100,9,0
22158,3 HEARTS HANGING DECORATION RUSTIC,11797.380000000001,3413,2010-12-03 10:43:00,2011-12-08 16:30:00,125,303,3.456601230588925,1,125,2
22161,HEART DECORATION RUSTIC HANGING ,1645.75,5083,2010-12-01 14:32:00,2011-12-09 10:26:00,192,340,0.32377532952980526,1,192,2
22162,HEART GARLAND RUSTIC PADDED,841.24,264,2010-12-01 14:32:00,2011-11-24 09:26:00,65,91,3.1865151515151515,16,65,0
22163,HEART STRING MEMO HOLDER HANGING,1042.78,875,2010-12-03 11:36:00,2011-12-09 10:03:00,76,122,1.1917485714285714,1,76,0
22164,STRING OF STARS CARD HOLDER,250.22000000000003,78,2010-12-01 13:20:00,2011-11-28 12:14:00,14,15,3.2079487179487183,12,14,0
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",3328.2,415,2010-12-01 17:06:00,2011-12-09 10:46:00,101,146,8.019759036144578,1,101,0
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1614.4,207,2010-12-03 11:28:00,2011-12-08 10:53:00,70,87,7.799033816425121,2,70,0
22167, OVAL WALL MIRROR DIAMANTE ,2391.12,236,2010-12-03 11:13:00,2011-12-09 10:03:00,119,156,10.13186440677966,1,119,0
22168,ORGANISER WOOD ANTIQUE WHITE ,1205.3,143,2010-12-01 09:56:00,2011-04-12 11:58:00,53,76,8.428671328671328,242,53,1
22169,FAMILY ALBUM WHITE PICTURE FRAME,10345.76,1197,2010-12-01 14:32:00,2011-12-08 16:30:00,215,372,8.643074352548037,1,215,2
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6977.6,1068,2010-12-02 11:21:00,2011-12-09 10:03:00,179,265,6.533333333333334,1,179,0
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,13611.81,1794,2010-12-01 14:03:00,2011-12-09 11:26:00,208,382,7.587408026755853,1,208,2
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,7767.8,2444,2010-12-01 12:58:00,2011-12-09 10:26:00,226,493,3.1783142389525367,1,226,2
22174,PHOTO CUBE,5978.78,3218,2010-12-01 10:19:00,2011-12-09 10:26:00,178,321,1.8579179614667494,1,178,2
22175,PINK OWL SOFT TOY,2594.23,877,2010-12-03 11:36:00,2011-12-09 11:59:00,127,171,2.958072976054732,1,127,0
22176,BLUE OWL SOFT TOY,1536.88,512,2010-12-01 09:41:00,2011-10-31 11:10:00,93,115,3.00171875,40,93,0
22178,VICTORIAN GLASS HANGING T-LIGHT,33146.82,24275,2010-12-01 11:41:00,2011-12-09 12:31:00,290,1037,1.365471472708548,1,290,2
22179,SET 10 NIGHT OWL LIGHTS,7226.2,966,2010-12-01 11:49:00,2011-12-09 10:26:00,175,289,7.4805383022774325,1,175,0
22180,RETROSPOT LAMP,3521.54,330,2010-12-01 10:37:00,2011-11-07 12:06:00,125,155,10.671333333333333,33,125,0
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,500.90999999999997,591,2010-12-02 15:46:00,2011-11-29 14:20:00,51,57,0.8475634517766497,10,51,0
22182,CAKE STAND VICTORIAN FILIGREE SMALL,1420.58,372,2010-12-01 14:32:00,2011-12-09 09:46:00,98,122,3.8187634408602147,1,98,0
22183,CAKE STAND VICTORIAN FILIGREE MED,1916.01,322,2010-12-01 11:45:00,2011-11-13 12:19:00,82,129,5.950341614906832,27,82,0
22184,CAKE STAND VICTORIAN FILIGREE LARGE,471.86,56,2010-12-01 17:06:00,2011-01-27 11:05:00,24,35,8.42607142857143,317,24,1
22185,SLATE TILE NATURAL HANGING,2235.9399999999996,1472,2010-12-01 13:21:00,2011-12-09 11:26:00,113,162,1.5189809782608692,1,113,0
22186,RED STAR CARD HOLDER,1997.48,848,2010-12-01 11:57:00,2011-12-09 10:26:00,76,149,2.3555188679245282,1,76,0
22187,GREEN CHRISTMAS TREE CARD HOLDER,3245.68,1266,2010-12-01 13:20:00,2011-12-09 10:26:00,84,192,2.563728278041074,1,84,0
22188,BLACK HEART CARD HOLDER,12483.220000000001,4870,2010-12-01 10:47:00,2011-12-08 18:43:00,135,189,2.5632895277207393,1,135,2
22189,CREAM HEART CARD HOLDER,23435.82,8284,2010-12-01 09:53:00,2011-12-08 18:43:00,245,524,2.8290463544181557,1,245,2
22190,LOCAL CAFE MUG,1057.71,676,2010-12-01 14:32:00,2011-12-09 10:20:00,87,116,1.5646597633136095,1,87,0
22191,IVORY DINER WALL CLOCK,11911.65,1445,2010-12-01 10:03:00,2011-12-08 18:03:00,221,415,8.243356401384084,1,221,2
22192,BLUE DINER WALL CLOCK,8189.29,954,2010-12-01 10:03:00,2011-12-08 18:03:00,213,365,8.58416142557652,1,213,2
22193,RED DINER WALL CLOCK,11857.07,1400,2010-12-01 10:03:00,2011-12-09 10:26:00,235,460,8.469335714285714,1,235,2
22194,BLACK DINER WALL CLOCK,625.6899999999999,66,2010-12-01 13:23:00,2011-08-11 10:14:00,41,44,9.480151515151514,121,41,0
22195,LARGE HEART MEASURING SPOONS,3720.66,1976,2010-12-01 10:03:00,2011-12-09 10:26:00,196,373,1.882925101214575,1,196,2
22196,SMALL HEART MEASURING SPOONS,2754.16,2847,2010-12-01 10:03:00,2011-12-09 10:26:00,224,472,0.9673902353354408,1,224,2
22197,POPCORN HOLDER,51334.47,56898,2010-12-01 10:19:00,2011-12-09 12:19:00,294,1392,0.9022192344194875,1,294,2
22198,LARGE POPCORN HOLDER ,1870.9099999999999,1025,2010-12-01 10:19:00,2011-02-21 11:35:00,33,86,1.8252780487804876,292,33,1
22199,FRYING PAN RED RETROSPOT,1926.59,467,2010-12-05 14:02:00,2011-12-09 11:20:00,121,167,4.125460385438972,1,121,0
22200,FRYING PAN PINK POLKADOT,1809.48,398,2010-12-03 11:13:00,2011-12-09 11:20:00,104,140,4.54643216080402,1,104,0
22201,FRYING PAN BLUE POLKADOT,716.8,193,2010-12-09 14:09:00,2011-12-08 14:38:00,67,87,3.713989637305699,1,67,0
22202,MILK PAN PINK POLKADOT,319.35,64,2010-12-02 12:16:00,2011-05-05 19:16:00,27,37,4.98984375,218,27,1
22203,MILK PAN RED RETROSPOT,1483.13,403,2010-12-01 14:32:00,2011-12-08 14:38:00,109,145,3.680223325062035,1,109,0
22204,MILK PAN BLUE POLKADOT,669.54,197,2010-12-14 13:31:00,2011-12-08 14:38:00,61,79,3.3986802030456853,1,61,0
22206,"MUG , DOTCOMGIFTSHOP.COM ",4.17,5,2010-12-17 14:54:00,2011-11-21 15:18:00,5,5,0.834,18,5,0
22207,FRYING PAN UNION FLAG,5833.59,1333,2010-12-01 14:32:00,2011-12-09 10:26:00,130,208,4.376286571642911,1,130,0
22208,WOOD STAMP SET THANK YOU,1571.4899999999998,1509,2010-12-01 17:06:00,2011-12-08 19:57:00,151,280,1.0414115308151093,1,151,0
22209,WOOD STAMP SET HAPPY BIRTHDAY,964.2199999999999,945,2010-12-02 11:41:00,2011-12-09 10:03:00,121,173,1.0203386243386243,1,121,0
22210,WOOD STAMP SET BEST WISHES,958.04,1017,2010-12-02 11:41:00,2011-12-08 13:50:00,115,187,0.9420255653883972,1,115,0
22211,WOOD STAMP SET FLOWERS,1122.3899999999999,1008,2010-12-07 14:41:00,2011-12-08 13:50:00,127,196,1.1134821428571426,1,127,0
22212,FOUR HOOK  WHITE LOVEBIRDS,3700.94,1609,2010-12-01 14:41:00,2011-12-09 10:03:00,221,399,2.3001491609695464,1,221,2
22214,CANDLE PLATE LACE WHITE,416.59999999999997,193,2010-12-13 13:52:00,2011-12-06 14:23:00,42,56,2.1585492227979275,3,42,0
22215,CAKE STAND WHITE TWO TIER LACE,2471.39,343,2010-12-02 12:33:00,2011-12-09 10:20:00,79,101,7.205218658892128,1,79,0
22216,T-LIGHT HOLDER WHITE LACE,512.93,588,2010-12-03 11:36:00,2011-12-09 08:39:00,53,68,0.8723299319727891,1,53,0
22217,T-LIGHT HOLDER HANGING LACE,831.26,839,2010-12-01 12:50:00,2011-12-09 08:39:00,60,82,0.9907747318235995,1,60,0
22218,CAKE STAND LACE WHITE,4.25,1,2010-12-15 16:50:00,2010-12-15 16:50:00,1,1,4.25,359,1,1
22219,LOVEBIRD HANGING DECORATION WHITE ,4033.7299999999996,4133,2010-12-01 11:41:00,2011-12-09 10:03:00,258,544,0.975981127510283,1,258,2
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1849.25,231,2010-12-01 17:35:00,2011-12-09 10:20:00,69,86,8.005411255411255,1,69,0
22221,CAKE STAND LOVEBIRD 2 TIER PINK,1104.54,131,2010-12-06 09:58:00,2011-12-08 12:50:00,44,51,8.431603053435115,2,44,0
22222,CAKE PLATE LOVEBIRD WHITE,3880.2,1057,2010-12-01 13:20:00,2011-12-08 16:30:00,144,222,3.6709555345316933,1,144,0
22223,CAKE PLATE LOVEBIRD PINK,1821.6100000000001,441,2010-12-06 09:58:00,2011-12-06 16:26:00,64,78,4.130634920634921,3,64,0
22224,WHITE LOVEBIRD LANTERN,2764.0600000000004,834,2010-12-01 09:53:00,2011-12-09 10:03:00,123,164,3.3142206235011997,1,123,0
22227,HANGING HEART MIRROR DECORATION ,1708.0700000000002,2341,2010-12-01 12:50:00,2011-12-09 12:00:00,186,289,0.729632635625801,1,186,0
22228,BUNNY WOODEN PAINTED WITH BIRD ,777.78,1000,2010-12-10 11:24:00,2011-12-08 12:57:00,102,147,0.77778,1,102,0
22229,BUNNY WOODEN PAINTED WITH FLOWER ,432.46,568,2010-12-10 11:24:00,2011-12-05 12:30:00,78,101,0.7613732394366197,5,78,0
22230,JIGSAW TREE WITH WATERING CAN,480.62999999999994,1047,2010-12-12 11:44:00,2011-12-04 15:19:00,83,101,0.4590544412607449,5,83,0
22231,JIGSAW TREE WITH BIRDHOUSE,1027.72,998,2010-12-05 13:26:00,2011-12-08 12:57:00,106,144,1.0297795591182366,1,106,0
22232,JIGSAW TOADSTOOLS 3 PIECE,604.4599999999999,690,2010-12-12 11:44:00,2011-12-07 14:12:00,64,83,0.8760289855072463,2,64,0
22233,JIGSAW RABBIT AND BIRDHOUSE,607.14,596,2010-12-06 11:38:00,2011-12-07 14:12:00,83,105,1.0186912751677852,2,83,0
22236,CAKE STAND 3 TIER MAGIC GARDEN,3624.5999999999995,308,2010-12-09 12:20:00,2011-11-23 16:34:00,75,88,11.768181818181816,16,75,0
22241,GARLAND WOODEN HAPPY EASTER,2609.43,1952,2010-12-01 12:43:00,2011-11-23 10:39:00,99,239,1.3367981557377049,17,99,0
22242,5 HOOK HANGER MAGIC TOADSTOOL,994.3799999999999,640,2010-12-01 09:59:00,2011-02-16 10:32:00,24,34,1.5537187499999998,297,24,1
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4751.639999999999,3098,2010-12-01 11:49:00,2011-11-30 11:31:00,95,131,1.5337766300839248,10,95,0
22244,3 HOOK HANGER MAGIC GARDEN,3276.2099999999996,1703,2010-12-01 13:04:00,2011-09-28 15:50:00,117,159,1.9237874339401055,72,117,0
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1070.0,1262,2010-12-01 17:06:00,2011-09-01 13:40:00,70,98,0.8478605388272583,99,70,0
22246,MAGIC GARDEN FELT GARLAND ,962.77,431,2010-12-01 17:06:00,2011-11-24 09:50:00,69,90,2.2338051044083524,16,69,0
22247,BUNNY DECORATION MAGIC GARDEN,591.4399999999999,668,2010-12-23 13:26:00,2011-11-25 14:53:00,78,113,0.8853892215568862,14,78,0
22248,DECORATION  PINK CHICK MAGIC GARDEN,525.09,593,2010-12-03 11:36:00,2011-12-05 17:24:00,79,109,0.8854806070826308,4,79,0
22249,DECORATION WHITE CHICK MAGIC GARDEN,812.86,928,2010-12-17 09:52:00,2011-12-08 09:20:00,83,145,0.875926724137931,2,83,0
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,730.9499999999999,819,2010-12-03 11:36:00,2011-12-08 16:30:00,97,147,0.8924908424908424,1,97,0
22251,BIRDHOUSE DECORATION MAGIC GARDEN,889.49,712,2010-12-03 11:36:00,2011-12-08 16:30:00,100,137,1.2492837078651686,1,100,0
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,761.57,643,2010-12-05 14:52:00,2011-12-09 10:10:00,61,67,1.1844012441679628,1,61,0
22254,FELT TOADSTOOL LARGE,836.8000000000001,657,2010-12-09 12:16:00,2011-12-07 14:39:00,53,61,1.273668188736682,2,53,0
22255,FELT TOADSTOOL  SMALL,602.63,629,2010-12-03 11:36:00,2011-12-07 14:39:00,62,77,0.9580763116057234,2,62,0
22256,FELT FARM ANIMAL CHICKEN,387.9,286,2010-12-05 11:49:00,2011-09-07 16:48:00,41,50,1.3562937062937062,93,41,0
22257,FELT FARM ANIMAL SHEEP,280.42,373,2010-12-15 11:53:00,2011-10-30 11:09:00,34,42,0.7517962466487936,41,34,0
22258,FELT FARM ANIMAL RABBIT,743.89,912,2010-12-15 11:53:00,2011-11-25 14:53:00,48,77,0.8156688596491228,14,48,0
22259,FELT FARM ANIMAL HEN,332.84,481,2010-12-15 11:53:00,2011-04-26 13:05:00,30,44,0.6919750519750519,227,30,1
22260,FELT EGG COSY BLUE RABBIT ,577.4399999999999,552,2010-12-01 16:57:00,2011-12-09 10:03:00,69,104,1.046086956521739,1,69,0
22261,FELT EGG COSY WHITE RABBIT ,544.7099999999999,579,2010-12-01 09:41:00,2011-12-09 10:03:00,77,107,0.9407772020725387,1,77,0
22262,FELT EGG COSY CHICKEN,950.4599999999999,1023,2010-12-01 09:41:00,2011-12-06 12:59:00,97,137,0.929090909090909,3,97,0
22263,FELT EGG COSY LADYBIRD ,195.97,326,2010-12-10 09:51:00,2011-12-08 09:20:00,43,51,0.6011349693251534,2,43,0
22264,FELT FARM ANIMAL WHITE BUNNY ,736.98,1561,2010-12-02 15:39:00,2011-12-09 10:03:00,61,96,0.4721204356181935,1,61,0
22265,EASTER DECORATION NATURAL CHICK,363.55,536,2010-12-01 14:32:00,2011-11-29 13:12:00,48,64,0.6782649253731343,10,48,0
